"('Today', '40')
,('Tue 20', '40')
,('Wed 21', '42')
,('Thu 22', '51')
,('Fri 23', '57')
,('Sat 24', '26')
,('Sun 25', '30')
,('Mon 26', '32')
,('Tue 27', '36')
,('Wed 28', '38')"
